first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value
Verla,Dumingos,Female,26,18-09-1971,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,0.75,0.9375,0.9375,0.796875,282,282,1.04921875
Sherrie,Godleman,Female,37,02-04-1978,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,0.81,0.81,0.81,0.6885,282,282,1.04921875
Dexter,Shutle,Male,81,05-01-1959,Quality Control Specialist,n/a,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,0.84,0.84,1.05,0.8925,284,284,1.046875
Konstanze,Hovie,Female,88,09-01-1967,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,0.72,0.72,0.9,0.765,285,285,1.04125
Bink,Bentje,Male,3,23-03-1957,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,0.67,0.8375,0.8375,0.8375,285,285,1.04125
Taber,Szymon,Male,70,22-04-1947,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,0.44,0.44,0.44,0.44,287,287,1.04
Debbi,Dannatt,Female,2,28-12-1958,Technical Writer,n/a,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,0.46,0.46,0.575,0.575,287,287,1.04
Giana,Staresmeare,Female,96,20-04-1976,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,0.56,0.7,0.875,0.875,289,289,1.0375
Morton,Petkens,Male,50,13-11-1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,0.47,0.5875,0.5875,0.5875,289,289,1.0375
Vittoria,Whitney,Female,95,03-06-1981,Research Assistant I,n/a,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,0.81,0.81,1.0125,1.0125,291,291,1.0359375
Paquito,Atwood,Male,15,30-07-1972,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,0.9,0.9,0.9,0.9,291,291,1.0359375
Dimitri,Tribbeck,Male,89,07-12-1958,Chief Design Engineer,n/a,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,0.82,0.82,1.025,1.025,291,291,1.0359375
Shelli,Bartholomaus,Female,88,11-05-1963,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,0.47,0.5875,0.734375,0.62421875,291,291,1.0359375
Kermit,Lebond,Male,36,01-02-1980,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,0.61,0.61,0.61,0.5185,295,295,1.03125
Biddie,Gorce,Female,68,30-01-1988,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,0.71,0.8875,0.8875,0.754375,295,295,1.03125
Rupert,Marrow,Male,73,08-08-1970,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,0.42,0.42,0.42,0.42,297,297,1.030625
Geoff,Sitford,Male,97,27-02-1965,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,0.75,0.9375,1.171875,0.99609375,297,297,1.030625
Ange,Chitham,Female,91,14-02-1991,,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,0.65,0.65,0.8125,0.690625,297,297,1.030625
Tiphanie,Blackader,Female,59,08-10-1947,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,0.63,0.63,0.7875,0.669375,297,297,1.030625
Zollie,Crinidge,Male,39,10-01-1988,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,0.86,1.075,1.075,0.91375,297,297,1.030625
Daisy,Pollen,Female,97,09-08-1993,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,0.72,0.72,0.9,0.765,302,302,1.03
Emelen,Bidnall,Male,79,05-08-1981,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,0.43,0.5375,0.671875,0.671875,302,302,1.03
Linette,Boman,Female,56,20-05-1949,Account Executive,n/a,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,0.74,0.74,0.925,0.925,304,304,1.025
Manya,Abramovici,Female,42,17-07-1955,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,0.79,0.9875,0.9875,0.9875,304,304,1.025
Brynna,Tivers,Female,81,09-08-1974,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,0.45,0.45,0.5625,0.478125,304,304,1.025
Art,Carolan,Male,1,09-11-1954,Marketing Manager,n/a,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,0.71,0.8875,1.109375,1.109375,304,304,1.025
Alfi,Sabbins,Female,63,12-06-1959,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,0.6,0.75,0.75,0.75,304,304,1.025
Loleta,Aberdalgy,Female,45,15-02-1981,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,1.08,1.08,1.08,0.918,304,304,1.025
Aldric,Birney,Male,21,19-08-1971,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,0.73,0.9125,0.9125,0.775625,310,310,1.02265625
Natividad,Balducci,Female,39,07-02-1991,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,1.03,1.2875,1.609375,1.609375,310,310,1.02265625
Claudine,Dymick,Female,28,13-12-1965,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,1.08,1.08,1.08,0.918,312,312,1.02
Seamus,Cains,Male,61,15-12-1989,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,0.96,0.96,0.96,0.96,312,312,1.02
Guss,Karim,Male,95,24-11-1968,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,0.86,0.86,1.075,0.91375,312,312,1.02
Julietta,Setchfield,Female,73,31-01-1992,Operator,n/a,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,0.42,0.525,0.525,0.525,312,312,1.02
Roch,Symson,Female,96,13-05-1978,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,0.81,0.81,1.0125,1.0125,312,312,1.02
Audry,Fann,Female,3,17-10-1957,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,0.5,0.625,0.625,0.53125,312,312,1.02
Cecelia,Cisar,Female,20,26-03-1985,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,0.65,0.8125,0.8125,0.690625,312,312,1.02
Clari,Voas,Female,74,28-07-1955,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,0.98,1.225,1.225,1.225,312,312,1.02
Zach,Hedman,Male,87,11-09-1981,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,0.69,0.8625,1.078125,1.078125,320,320,1.015625
Paxon,Roomes,Male,78,06-11-1976,Information Systems Manager,n/a,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,0.5,0.625,0.625,0.625,320,320,1.015625
Parnell,Lamprey,Male,23,08-04-1977,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,0.57,0.57,0.57,0.57,322,322,1.0125
Honey,Gosdin,Female,0,29-11-1981,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,0.73,0.73,0.9125,0.775625,322,322,1.0125
Sonny,McCart,Male,35,27-08-1992,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,0.82,0.82,1.025,1.025,324,324,1.01
Rozamond,Turtle,U,69,,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,0.87,1.0875,1.0875,0.924375,324,324,1.01
Deirdre,Burgoine,Female,14,08-01-1955,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,0.48,0.48,0.48,0.48,326,326,1.009375
Haleigh,,Female,17,19-05-1952,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,0.56,0.7,0.7,0.595,326,326,1.009375
Aldridge,Poskitt,Male,84,10-02-1982,VP Sales,n/a,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,0.76,0.76,0.95,0.8075,326,326,1.009375
Zechariah,McReidy,Male,32,22-07-1978,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,0.74,0.74,0.74,0.74,329,329,1
Carry,Costi,Female,32,26-11-1972,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,0.55,0.55,0.55,0.4675,329,329,1
Alon,,Male,17,23-06-1999,Accountant IV,n/a,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,0.79,0.79,0.79,0.79,329,329,1
Ahmed,Pickthorne,Male,46,25-12-1959,Marketing Manager,n/a,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,0.95,1.1875,1.484375,1.484375,329,329,1
Nil,Shirer,Male,64,27-09-1997,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,0.45,0.5625,0.5625,0.478125,329,329,1
Erhard,O'Moylane,Male,33,27-05-1978,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,0.79,0.9875,0.9875,0.9875,334,334,0.99875
Vitia,Axtens,Female,62,08-08-1945,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,0.42,0.525,0.65625,0.5578125,334,334,0.99875
Haskell,Moxted,Male,81,27-08-1943,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,0.43,0.43,0.5375,0.456875,334,334,0.99875
Ebony,Conrad,Female,8,24-10-1999,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,0.68,0.85,0.85,0.7225,334,334,0.99875
Lincoln,Boler,Male,53,24-01-1976,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,0.69,0.69,0.69,0.69,338,338,0.99609375
Vladimir,Westmerland,Male,18,19-06-1956,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,0.65,0.8125,0.8125,0.690625,338,338,0.99609375
Kylynn,Drowsfield,Female,80,28-03-1975,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,0.72,0.9,1.125,1.125,338,338,0.99609375
Nicole,Ruckhard,Female,93,09-10-1969,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,0.44,0.55,0.6875,0.6875,341,341,0.99
Celestina,Lethardy,Female,38,11-12-1968,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,0.82,1.025,1.28125,1.0890625,341,341,0.99
Tannie,Petrakov,Male,84,27-11-1951,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,0.44,0.44,0.55,0.55,341,341,0.99
Bessy,Saladin,Female,22,22-12-1939,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,0.56,0.7,0.875,0.74375,341,341,0.99
Diego,Van den Broek,Male,17,28-09-1964,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,0.58,0.725,0.725,0.725,345,345,0.988125
Lucilia,Minshall,Female,71,15-04-1952,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,0.63,0.7875,0.7875,0.669375,345,345,0.988125
Cissiee,Pollington,Female,43,21-07-1941,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,0.61,0.7625,0.953125,0.81015625,345,345,0.988125
Eddy,Sturch,Male,22,11-02-1961,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,0.9,1.125,1.125,1.125,345,345,0.988125
Caron,Kezar,Female,11,08-08-1953,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,0.47,0.47,0.47,0.3995,349,349,0.9875
Sandor,Stirland,Male,67,26-05-1981,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,0.63,0.63,0.7875,0.7875,349,349,0.9875
Gallagher,Bromell,Male,18,02-12-1956,Assistant Manager,n/a,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,0.8,0.8,0.8,0.68,349,349,0.9875
Murial,Bulloch,Female,59,01-10-1964,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,0.71,0.71,0.71,0.6035,349,349,0.9875
Delinda,Ech,Female,74,21-10-1944,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,0.59,0.7375,0.921875,0.78359375,349,349,0.9875
Hussein,Tapenden,Male,19,19-10-1953,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,0.61,0.7625,0.7625,0.7625,349,349,0.9875
Giulietta,Garbott,Female,59,27-02-2002,Technical Writer,n/a,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,1.1,1.375,1.375,1.375,355,355,0.984375
Kaylyn,Jakaway,Female,45,30-07-1980,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,0.79,0.79,0.79,0.79,356,356,0.9828125
Brynn,Goodyear,Female,30,10-11-1944,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,1.08,1.35,1.35,1.1475,356,356,0.9828125
Otis,,Male,59,11-01-1971,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,0.59,0.59,0.7375,0.7375,358,358,0.98
Tamas,Swatman,U,65,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,0.74,0.74,0.74,0.74,358,358,0.98
Pace,Clemonts,Male,99,28-07-1990,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,0.94,0.94,1.175,1.175,358,358,0.98
Tracy,Andrejevic,U,71,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,0.48,0.6,0.6,0.51,361,361,0.9775
Muffin,Grigolon,Male,7,31-10-1979,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,0.74,0.74,0.925,0.78625,361,361,0.9775
Allsun,Biner,Female,67,26-12-1997,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,0.74,0.925,0.925,0.78625,361,361,0.9775
Kenneth,Elleyne,Male,13,03-09-1957,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,0.47,0.47,0.5875,0.499375,361,361,0.9775
Clotilda,Southers,Female,62,08-11-1999,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,0.77,0.9625,0.9625,0.818125,361,361,0.9775
Augustus,Bourley,Male,60,17-08-1981,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,0.57,0.57,0.7125,0.7125,366,366,0.975
Daisi,Tinwell,Female,84,24-12-1971,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,0.8,0.8,1,0.85,366,366,0.975
Gerik,Woodroof,Male,18,13-06-1959,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,0.57,0.7125,0.7125,0.7125,366,366,0.975
Claresta,MacConnulty,Female,6,01-10-1957,Recruiting Manager,n/a,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,0.75,0.9375,1.171875,0.99609375,366,366,0.975
Arty,Fontelles,Male,50,21-10-1994,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,0.44,0.44,0.44,0.44,370,370,0.97
Giulia,Hazart,Female,57,02-08-1978,Help Desk Technician,n/a,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,0.68,0.68,0.85,0.7225,371,371,0.96875
Whit,Emloch,Male,30,20-08-1963,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,0.55,0.6875,0.859375,0.73046875,372,372,0.966875
Rowan,Summerly,Male,4,05-07-1974,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,0.93,0.93,1.1625,0.988125,372,372,0.966875
Ian,Rabat,Male,54,04-08-1975,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,0.68,0.68,0.85,0.85,372,372,0.966875
Agneta,McAmish,U,66,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,0.95,0.95,0.95,0.8075,375,375,0.96
Reginald,Jermy,Male,7,12-09-1960,Director of Sales,n/a,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,0.62,0.775,0.775,0.775,375,375,0.96
Link,Gorini,Male,60,09-11-1974,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,1,1,1,1,375,375,0.96
Harriet,Brattan,Female,81,03-12-1986,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,0.46,0.46,0.575,0.575,378,378,0.95625
Sada,Branton,Female,34,24-06-1974,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,0.9,0.9,0.9,0.9,378,378,0.95625
Jenelle,Mc-Kerley,Female,40,23-01-1942,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,1.04,1.3,1.3,1.105,378,378,0.95625
Gabrila,Toopin,Female,7,14-01-1963,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,1.05,1.05,1.05,0.8925,378,378,0.95625
Almira,Mangion,Female,4,24-01-1996,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,0.73,0.9125,1.140625,1.140625,382,382,0.95
Arty,Strudwick,Male,85,31-01-1964,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,0.71,0.8875,1.109375,0.94296875,382,382,0.95
Alexa,Dillet,Female,65,05-10-1944,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,1.06,1.06,1.06,1.06,382,382,0.95
Palmer,Heaven,Male,82,18-05-1995,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,0.9,1.125,1.40625,1.40625,382,382,0.95
Porter,Buckenhill,Male,46,14-06-1954,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,0.92,1.15,1.15,1.15,386,386,0.945625
Kizzee,Kemston,Female,11,29-09-1961,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,0.55,0.55,0.55,0.4675,386,386,0.945625
Isadora,Ducker,Female,15,25-08-1973,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,0.54,0.675,0.675,0.675,386,386,0.945625
Giffie,Offill,Male,51,02-03-1993,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,0.67,0.67,0.67,0.67,386,386,0.945625
Fara,Sarath,Female,75,30-06-1948,Quality Control Specialist,n/a,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,0.79,0.79,0.79,0.6715,386,386,0.945625
Carolann,Raatz,Female,25,26-02-1979,Chief Design Engineer,n/a,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,0.49,0.49,0.49,0.49,386,386,0.945625
Tamar,Windmill,Female,92,28-08-1939,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,0.77,0.77,0.9625,0.9625,386,386,0.945625
Kipp,Stockport,Male,36,10-12-1982,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,1.05,1.3125,1.640625,1.39453125,386,386,0.945625
Packston,Wackett,Male,10,26-04-1950,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,0.84,0.84,1.05,0.8925,386,386,0.945625
Hanson,Eastes,Male,74,20-05-1990,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,0.44,0.55,0.6875,0.584375,395,395,0.94
Demetria,Bausor,Female,73,22-12-1961,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,1.03,1.2875,1.609375,1.36796875,396,396,0.9375
Lura,Fawdrie,Female,66,17-01-2002,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,1.02,1.275,1.275,1.08375,396,396,0.9375
Nora,Anselm,Female,84,05-01-1961,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,1.1,1.375,1.71875,1.71875,396,396,0.9375
Estevan,Eastment,Male,54,09-08-1942,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,0.78,0.975,0.975,0.82875,396,396,0.9375
Aloysius,Glowacz,Male,72,24-03-1979,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,0.57,0.57,0.7125,0.7125,396,396,0.9375
Bastien,Ibbeson,Male,53,04-11-1976,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,1,1,1,0.85,401,401,0.935
Otha,Langworthy,Female,91,20-01-1967,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,0.58,0.725,0.90625,0.7703125,401,401,0.935
Gannie,Bargh,Male,56,13-02-1955,Analyst Programmer,n/a,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,1.02,1.275,1.275,1.08375,401,401,0.935
Dwayne,Doel,Male,80,21-01-1978,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,1.02,1.275,1.59375,1.59375,401,401,0.935
Leese,Huckleby,Female,67,10-09-1977,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,1.09,1.3625,1.3625,1.3625,405,405,0.93
Dodi,Kiggel,Female,5,15-08-1980,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,0.48,0.6,0.75,0.6375,405,405,0.93
Kippar,Brimilcome,Male,21,29-11-1938,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,0.41,0.41,0.5125,0.435625,405,405,0.93
Corinna,Beretta,Female,24,29-02-1996,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,0.76,0.76,0.76,0.76,408,408,0.9296875
Laurie,Odlin,Female,75,08-03-1983,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,0.57,0.57,0.7125,0.7125,409,409,0.925
Mair,Erett,Female,15,05-12-1957,Speech Pathologist,n/a,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,0.78,0.78,0.78,0.78,409,409,0.925
Marcelia,Copins,Female,81,15-03-1946,,n/a,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,0.4,0.5,0.625,0.53125,409,409,0.925
Tanner,Terlinden,Male,84,09-12-1995,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,0.71,0.71,0.8875,0.754375,409,409,0.925
Hilliard,Dullard,Male,65,18-07-1954,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,1.06,1.06,1.06,0.901,409,409,0.925
Justinn,Haruard,Female,48,28-08-1958,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,0.53,0.53,0.6625,0.6625,414,414,0.924375
Wyn,Meach,Male,37,10-09-1938,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,0.75,0.75,0.9375,0.796875,415,415,0.921875
Art,Shardlow,Male,57,15-10-1963,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,0.5,0.625,0.625,0.53125,415,415,0.921875
Dennis,Varnham,Male,57,17-05-1953,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,0.79,0.79,0.79,0.79,415,415,0.921875
Freddi,Litherborough,Female,46,14-01-1989,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,0.97,0.97,0.97,0.8245,418,418,0.918
Salomon,Perkins,Male,76,12-01-1998,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,0.72,0.9,1.125,1.125,419,419,0.91640625
Sherill,,Female,33,18-12-1991,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,0.63,0.63,0.63,0.5355,420,420,0.91375
Queenie,Learie,Female,90,24-01-1948,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,0.74,0.74,0.925,0.78625,420,420,0.91375
Etan,Prinett,Male,97,21-01-1970,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,0.88,1.1,1.375,1.16875,420,420,0.91375
Donaugh,Benedict,Male,3,01-12-1991,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,0.81,0.81,1.0125,0.860625,420,420,0.91375
